"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"20-2063","輸液ポンプ","2025/05/07 15:43:00","貸出中","185","血液浄化センター","TE-261C","1801000063","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2062","輸液ポンプ","2025/02/25 16:38:37","保守開始","090000","テルモ","TE-261C","1801000062","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2061","輸液ポンプ","2025/05/02 19:22:00","貸出中","112","新　西7階","TE-261C","1801000061","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2060","輸液ポンプ","2025/05/02 18:36:00","貸出中","101","新　東3階(救急)","TE-261C","1801000060","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2059","輸液ポンプ","2025/05/15 13:50:00","貸出中","101","新　東3階(救急)","TE-261C","1801000059","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2058","輸液ポンプ","2025/03/24 9:05:00","貸出中","119","新　外来A","TE-261C","1801000058","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2057","輸液ポンプ","2025/05/01 9:18:00","貸出中","106","新　東7階","TE-261C","1801000057","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2056","輸液ポンプ","2025/05/20 13:15:00","終業点検開始","108","新　臨床工学室","TE-261C","1801000056","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2055","輸液ポンプ","2025/04/24 9:24:00","貸出中","119","新　外来A","TE-261C","1801000055","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2054","輸液ポンプ","2025/05/09 13:45:00","貸出中","112","新　西7階","TE-261C","1801000054","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2053","輸液ポンプ","2025/04/03 12:48:00","貸出中","119","新　外来A","TE-261C","1801000053","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2052","輸液ポンプ","2025/05/16 19:08:00","貸出中","105","新　東6階","TE-261C","1801000052","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2051","輸液ポンプ","2025/05/20 13:15:00","終業点検開始","108","新　臨床工学室","TE-261C","1801000051","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2050","輸液ポンプ","2025/04/03 12:48:00","貸出中","119","新　外来A","TE-261C","1801000050","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2049","輸液ポンプ","2025/05/19 13:59:00","貸出中","114","新　ICU","TE-261C","1801000049","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2048","輸液ポンプ","2024/03/14 17:15:19","保守開始","090000","テルモ","TE-261C","1801000048","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2047","輸液ポンプ","2025/05/06 10:10:00","貸出中","106","新　東7階","TE-261C","1801000047","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2046","輸液ポンプ","2025/05/19 22:47:00","貸出中","117","新　CCU","TE-261C","1801000046","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2045","輸液ポンプ","2025/05/19 16:37:00","貸出中","110","新　西5階","TE-261C","1801000045","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2044","輸液ポンプ","2025/05/08 13:32:00","貸出中","132","新　アンギオ室","TE-261C","1801000044","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2043","輸液ポンプ","2025/05/19 7:26:00","貸出中","101","新　東3階(救急)","TE-261C","1801000043","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2042","輸液ポンプ","2025/04/03 12:48:00","貸出中","119","新　外来A","TE-261C","1801000042","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2041","輸液ポンプ","2025/05/19 8:45:00","貸出中","101","新　東3階(救急)","TE-261C","1801000041","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2040","輸液ポンプ","2025/05/19 14:02:00","貸出中","117","新　CCU","TE-261C","1801000040","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2039","輸液ポンプ","2025/05/12 10:22:00","貸出中","109","新　西4階","TE-261C","1801000039","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2038","輸液ポンプ","2025/05/19 8:42:00","貸出中","117","新　CCU","TE-261C","1801000038","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2037","輸液ポンプ","2025/05/16 9:38:00","貸出中","114","新　ICU","TE-261C","1801000037","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2036","輸液ポンプ","2025/05/19 13:06:00","貸出中","112","新　西7階","TE-261C","1801000036","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2035","輸液ポンプ","2025/04/03 12:48:00","貸出中","119","新　外来A","TE-261C","1801000035","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2034","輸液ポンプ","2025/05/19 9:44:00","貸出中","109","新　西4階","TE-261C","1801000034","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2033","輸液ポンプ","2025/05/16 9:21:00","貸出中","102","新　東4階(小児科)","TE-261C","1801000033","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2032","輸液ポンプ","2025/05/09 9:36:00","貸出中","106","新　東7階","TE-261C","1801000032","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2031","輸液ポンプ","2025/03/21 9:02:00","貸出中","126","新　救急外来","TE-261C","1801000031","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2030","輸液ポンプ","2025/04/10 10:05:00","貸出中","119","新　外来A","TE-261C","1801000030","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2029","輸液ポンプ","2025/02/21 17:10:36","保守開始","090000","テルモ","TE-261C","1801000029","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2028","輸液ポンプ","2025/05/14 14:19:00","貸出中","106","新　東7階","TE-261C","1801000028","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-2027","輸液ポンプ","2025/05/05 13:14:00","貸出中","112","新　西7階","TE-261C","1801000027","新　ＭＥ室","0374400","輸液ポンプ","090000","テルモ","新　ＭＥ室","","テルフュージョン輸液ポンプＴＥ－２６１","","","リース品","2020/04/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
